journal	n	included
4043	186	138
4044	309	198
4045	198	0
4046	1350	917
4047	40	28
4048	44	0
4049	1	0
4050	169	14
4051	11	0
4052	58	0
4053	673	5
4054	795	0
4055	412	299
4056	55	32
4057	1087	0
4058	92	0
4059	1474	959
4060	191	114
4061	304	0
4062	9	0
4063	5	1
4064	462	278
4065	270	0
4066	72	19
4067	267	0
4068	507	368
4069	24	14
4070	367	0
4071	62	38
4072	674	1
4073	465	327
4074	205	133
4075	30	25
4076	262	152
4077	105	68
4078	43	11
4079	15	9
4080	43	30
4081	17	10
4082	80	55
4083	798	500
4084	4	0
4085	1	0
4086	77	0
4087	89	63
4088	7	3
4089	103	68
4090	58	1
4091	8	0
4092	106	0
4093	1505	6
4094	25	0
4095	22	18
4096	47	9
4097	29	0
4098	110	73
4099	3	1
4100	30	0
4101	13	6
4102	1993	1346
4103	1	0
4104	2	0
4105	60	52
4106	190	0
4107	96	52
4108	55	0
4109	92	32
4110	425	267
4111	58	38
4112	14	3
4113	1	0
4114	597	470
4115	512	307
4116	226	144
4117	308	231
4118	18	14
4119	124	107
4120	18	17
4121	21	0
4122	48	0
4123	184	0
4124	286	216
4125	69	55
4126	13	0
4127	125	76
4128	979	504
4129	40	23
4130	498	0
4131	61	30
4132	5	0
4133	1107	596
4134	29	22
4135	57	25
4136	23	4
4137	249	166
4138	893	649
4139	6	0
4140	21	0
4141	13	11
4142	332	209
4143	144	129
4144	14	12
4145	51	38
4146	348	3
4147	37	16
4148	517	341
4149	15	10
4150	1	0
4151	36	26
4152	17	0
4153	32	25
4154	522	7
4155	36	0
4156	538	5
4157	51	37
4158	29	26
4159	9	5
4160	24	4
4161	2048	1565
4162	74	62
4163	10	4
4164	106	67
4165	49	39
4166	408	278
4167	348	218
4168	631	432
4169	4	0
4170	323	0
4171	106	0
4172	412	309
4173	428	354
4174	22	19
4175	74	0
4176	51	36
4177	151	107
4178	274	127
4179	793	621
4180	26	13
4181	155	0
4182	6	0
4183	5	2
4184	26	18
4185	7	2
4186	323	220
4187	299	200
4188	36	29
4189	104	76
4190	1	0
4191	111	0
4192	197	2
4193	104	84
4194	12	8
4195	91	44
4196	32	1
4197	4	3
4198	444	339
4199	25	19
4200	32	26
4201	1288	1014
4202	139	99
4203	8	0
4204	4	1
4205	15	13
4206	156	94
4207	4	1
4208	1	1
4209	28	0
4210	1085	26
4211	452	265
4212	12	0
4213	11	9
4214	126	99
4215	182	137
4216	6	2
4217	40	23
4218	34	0
4219	64	43
4220	126	74
4221	471	296
4222	107	0
4223	81	0
4224	49	35
4225	13	0
4226	4	2
4227	381	0
4228	6	4
4229	4	3
4230	209	159
4231	258	105
4232	448	36
4233	12	11
4234	11	5
4235	110	69
4236	13	0
4237	325	302
4238	53	39
4239	37	0
4240	9	8
4241	98	0
4242	12	10
4243	110	68
4244	298	50
4245	3	0
4246	143	96
4247	39	11
4248	220	0
4249	52	0
4250	85	37
4251	88	0
4252	1	1
4253	26	21
4254	1361	687
4255	7	0
4256	12	9
4257	460	258
4258	169	0
4259	18	0
4260	116	0
4261	10	0
4262	624	438
4263	138	102
4264	136	108
4265	267	51
4266	22	0
4267	174	128
4268	108	72
4269	689	495
4270	31	0
4271	28	0
4272	161	0
4273	2	2
4274	68	49
4275	523	466
4276	693	472
4277	17	0
4278	199	154
4279	138	108
4280	314	224
4281	6	5
4282	1200	925
4283	236	183
4284	30	0
4285	31	29
4286	48	0
4287	22	4
4288	226	171
4289	18	11
4290	193	33
4291	68	53
4292	132	2
4293	78	27
4294	144	70
4295	103	0
4296	267	222
4297	12	11
4298	60	0
4299	79	55
4300	19	0
4301	27	0
4302	260	141
4303	20	10
4304	897	0
4305	98	73
4306	4	4
4307	3	3
4308	557	141
4309	122	73
4310	38	28
4311	819	547
4312	4	4
4313	8	0
4314	380	222
4315	419	309
4316	60	50
4317	346	198
4318	57	27
4319	11	8
4320	17	4
4321	463	0
4322	12	9
4323	32	28
4324	7	0
4325	39	18
4326	172	144
4327	31	31
4328	10	9
4329	3	2
4330	117	0
4331	31	0
4332	20	12
4333	4	4
4334	217	164
4335	39	0
4336	646	41
4337	26	0
4338	24	0
4339	290	211
4340	21	15
4341	10	0
4342	254	160
4343	87	64
4344	39	23
4345	37	23
4346	24	0
4347	35	33
4348	30	25
4349	116	99
4350	290	85
4351	310	273
4352	152	49
4353	974	736
4354	3	3
4355	21	15
4356	4	2
4357	3	0
4358	7	6
4359	23	0
4360	241	167
4361	599	459
4362	57	23
4363	9	6
4364	32	26
4365	3	0
4366	120	70
4367	4	2
4368	89	67
4369	3	3
4370	27	18
4371	183	0
4372	75	58
4373	15	0
4374	212	104
4375	42	13
4376	302	215
4377	41	29
4378	8	3
4379	132	0
4380	6	3
4381	664	0
4382	943	532
4383	447	124
4384	535	84
4385	90	0
4386	294	0
4387	2	0
4388	39	27
4389	556	420
4390	83	78
4391	98	76
4392	76	0
4393	275	0
4394	65	52
4395	46	28
4396	106	76
4397	55	43
4398	11	0
4399	39	23
4400	54	0
4401	5	0
4402	333	0
4403	13	12
4404	9	7
4405	142	0
4406	218	43
4407	222	0
4408	2	1
4409	220	133
4410	9	0
4411	22	10
4412	8	7
4413	61	50
4414	2	0
4415	411	143
4416	88	61
4417	91	61
4418	1	0
4419	46	39
4420	17	0
4421	1559	1234
4422	59	26
4423	27	0
4424	150	0
4425	114	96
4426	33	0
4427	82	75
4428	50	11
4429	57	47
4430	19	15
4431	145	111
4432	237	163
4433	372	266
4434	3	0
4435	32	20
4436	90	59
4437	65	0
4438	2	0
4439	74	46
4440	31	0
4441	123	0
4442	141	95
4443	158	0
4444	372	181
4445	93	38
4446	174	110
4447	7	5
4448	80	60
4449	95	0
4450	81	0
4451	27	0
4452	75	61
4453	411	204
4454	12	2
4455	820	589
4456	8	8
4457	3	0
4458	812	7
4459	54	8
4460	113	73
4461	1016	765
4462	65	61
4463	13	3
4464	196	132
4465	30	21
4466	58	50
4467	68	0
4468	227	37
4469	18	10
4470	7	5
4471	21	8
4472	2	2
4473	8	5
4474	11	5
4475	137	0
4476	20	11
4477	20	0
4478	25	0
4479	29	0
4480	196	123
4481	38	0
4482	20	18
4483	145	70
4484	5	0
4485	198	0
4486	161	107
4487	331	267
4488	3	2
4489	25	0
4490	184	0
4491	450	268
4492	13	3
4493	22	0
4494	26	0
4495	320	294
4496	215	134
4497	530	224
4498	34	9
4499	99	74
4500	216	126
4501	130	0
4502	5	0
4503	5	4
4504	6	0
4505	21	0
4506	269	207
4507	1192	782
4508	103	80
4509	19	14
4510	128	86
4511	122	81
4512	308	98
4513	122	0
4514	1	0
4515	159	98
4516	71	0
4517	8	0
4518	7	4
4519	2	0
4520	106	43
4521	1	0
4522	4	4
4523	121	0
4524	346	0
4525	30	14
4526	1	1
4527	1	0
4528	11	4
4529	334	0
4530	359	257
4531	163	111
4532	74	32
4533	146	0
4534	10	0
4535	50	0
4536	41	35
4537	93	1
4538	469	0
4539	296	0
4540	205	149
4541	33	21
4542	21	0
4543	8	0
4544	140	25
4545	37	33
4546	5	0
4547	140	91
4548	89	55
4549	212	92
4550	10	4
4551	20	12
4552	49	0
4553	25	19
4554	301	211
4555	93	73
4556	16	0
4557	755	498
4558	11	0
4559	53	0
4560	186	0
4561	94	60
4562	105	61
4563	18	0
4564	22	18
4565	259	173
4566	173	109
4567	11	0
4568	8	8
4569	284	171
4570	162	36
4571	46	42
4572	239	149
4573	27	12
4574	12	0
4575	3	1
4576	9	9
4577	449	343
4578	194	148
4579	59	0
4580	152	23
4581	9	0
4582	56	49
4583	3	2
4584	2	0
4585	50	34
4586	20	15
4587	6	5
4588	8	0
4589	158	0
4590	230	0
4591	93	47
4592	138	102
4593	77	51
4594	227	183
4595	59	39
4596	30	12
4597	82	64
4598	20	10
4599	2	0
4600	178	103
4601	5	1
4602	22	0
4603	21	20
4604	24	11
4605	39	0
4606	50	0
4607	409	213
4608	187	0
4609	193	139
4610	2	1
4611	27	23
4612	17	11
4613	137	90
4614	45	0
4615	52	40
4616	21	16
4617	324	259
4618	115	0
4619	215	144
4620	38	0
4621	16	0
4622	195	129
4623	145	41
4624	4	1
4625	137	114
4626	67	39
4627	4	0
4628	2	0
4629	19	0
4630	123	10
4631	19	0
4632	201	0
4633	4	4
4634	22	9
4635	14	5
4636	108	0
4637	61	56
4638	36	28
4639	2	0
4640	14	0
4641	284	0
4642	158	0
4643	13	8
4644	44	0
4645	130	101
4646	10	8
4647	28	10
4648	226	0
4649	123	56
4650	1	1
4651	48	0
4652	206	161
4653	26	0
4654	8	6
4655	810	668
4656	126	0
4657	40	25
4658	132	68
4659	7	5
4660	26	0
4661	63	39
4662	11	0
4663	2	1
4664	239	107
4665	187	0
4666	79	0
4667	163	0
4668	33	27
4669	3	2
4670	346	180
4671	2	0
4672	338	281
4673	459	335
4674	8	0
4675	102	58
4676	112	0
4677	29	0
4678	639	383
4679	139	119
4680	2	0
4681	120	96
4682	63	13
4683	157	0
4684	629	500
4685	17	0
4686	59	0
4687	10	5
4688	1	1
4689	16	14
4690	33	0
4691	24	17
4692	218	148
4693	567	1
4694	513	323
4695	101	0
4696	139	45
4697	7	0
4698	18	0
4699	23	23
4700	5	3
4701	63	0
4702	4	0
4703	30	19
4704	167	145
4705	231	150
4706	117	67
4707	152	0
4708	10	0
4709	11	0
4710	47	23
4711	83	49
4712	186	146
4713	37	34
4714	293	217
4715	4	0
4716	8	0
4717	38	0
4718	17	15
4719	7	5
4720	171	109
4721	277	202
4722	2	0
4723	50	0
4724	34	21
4725	49	0
4726	305	199
4727	61	47
4728	296	136
4729	53	24
4730	84	63
4731	46	34
4732	59	0
4733	10	1
4734	117	0
4735	9	0
4736	437	231
4737	128	74
4738	101	0
4739	193	0
4740	11	0
4741	36	31
4742	178	103
4743	77	64
4744	20	0
4745	161	0
4746	51	0
4747	709	461
4748	32	22
4749	17	0
4750	13	2
4751	21	0
4752	1	0
4753	46	21
4754	8	0
4755	10	0
4756	351	274
4757	97	71
4758	355	0
4759	236	194
4760	9	6
4761	101	56
4762	352	242
4763	238	194
4764	89	0
4765	35	1
4766	39	0
4767	210	105
4768	35	0
4769	14	0
4770	57	0
4771	46	0
4772	2	0
4773	30	0
4774	20	0
4775	389	303
4776	3	0
4777	77	60
4778	139	94
4779	10	7
4780	39	25
4781	14	0
4782	71	51
4783	9	0
4784	138	106
4785	151	4
4786	205	0
4787	7	0
4788	28	14
4789	58	49
4790	273	0
4791	953	6
4792	22	0
4793	7	0
4794	2	2
4795	564	61
4796	12	11
4797	984	717
4798	115	90
4799	66	42
4800	5	0
4801	113	48
4802	290	245
4803	40	34
4804	7	0
4805	162	115
4806	296	0
4807	98	58
4808	1	0
4809	36	0
4810	21	4
4811	57	49
4812	62	0
4813	9	8
4814	90	55
4815	13	0
4816	5	2
4817	528	0
4818	8	0
4819	82	0
4820	1	0
4821	21	13
4822	74	52
4823	18	8
4824	178	0
4825	151	121
4826	15	9
4827	53	1
4828	34	0
4829	14	0
4830	130	0
4831	1	0
4832	3	0
4833	1	1
4834	6	0
4835	10	0
4836	16	0
4837	36	0
4838	19	0
4839	51	31
4840	2	0
4841	169	148
4842	222	161
4843	4767	1656
4844	224	201
4845	1811	1030
4846	3392	1912
4847	1476	1033
4848	488	383
4849	2195	1040
4850	292	208
4851	1530	929
4852	238	181
4853	1181	29
4854	2214	1536
4855	3676	2149
4856	280	225
4857	3706	3063
4858	444	26
4859	182	146
4860	283	188
4861	859	602
4862	215	92
4863	44	32
4864	527	403
4865	320	257
4866	420	350
4867	903	567
4868	1039	490
4869	236	111
4870	1068	830
4871	2240	1833
4872	706	6
4873	1983	6
4874	1246	816
4875	874	668
4876	844	6
4877	1050	604
4878	2024	1589
4879	1115	8
4880	421	352
4881	1	0
4882	57	43
4883	63	38
4884	645	530
4885	830	0
4886	61	0
4887	291	172
4888	3415	18
4889	541	380
4890	1914	1476
4891	1457	608
4892	3524	2674
4893	942	457
4894	168	0
4895	2928	2211
4896	1290	4
4897	154	102
4898	1770	761
4899	146	103
4900	1164	895
4901	1544	878
4902	1146	453
4903	711	528
4904	644	439
4905	3904	2423
4906	333	238
4907	893	514
4908	234	179
4909	1159	501
4910	1199	856
4911	400	214
4912	1453	914
4913	618	479
4914	6180	4555
4915	584	68
4916	538	430
4917	1156	776
4918	2402	1865
4919	688	500
4920	535	363
4921	705	3
4922	1291	81
4923	1593	89
4924	569	432
4925	252	161
4926	2202	1064
4927	301	181
4928	214	164
4929	402	227
4930	526	397
4931	759	462
4932	719	3
4933	5107	3699
4934	482	376
4935	277	129
4936	1509	745
4937	526	269
4938	35	30
4939	1016	713
4940	298	164
4941	262	7
4942	607	268
4943	1026	589
4944	302	176
4945	637	4
4946	955	193
4947	178	72
4948	2749	1939
4949	862	513
4950	725	495
4951	356	271
4952	251	189
4953	1349	999
4954	1210	791
4955	1226	882
4956	2548	1538
4957	982	623
4958	669	485
4959	3166	1984
4960	2386	1652
4961	1610	1351
4962	255	170
4963	1534	1096
4964	1253	747
4965	581	302
4966	1024	598
4967	52	36
4968	159	133
4969	721	4
4970	2420	1378
4971	337	0
4972	1020	694
4973	473	366
4974	1376	941
4975	539	372
4976	235	136
4977	218	189
4978	418	0
4979	991	707
4980	808	569
4981	426	3
4982	362	270
4983	539	307
4984	425	0
4985	275	168
4986	557	8
4987	2078	1504
4988	1365	832
4989	426	6
4990	166	0
4991	45	0
4992	99	1
4993	203	0
4994	4379	951
4995	360	242
4996	418	290
4997	486	390
4998	5510	4145
4999	255	163
5000	341	242
5001	135	114
5002	4182	2946
5003	1930	36
5004	433	324
5005	2437	1879
5006	3755	2996
5007	1117	505
5008	185	129
5009	651	13
5010	1961	1081
5011	225	146
5012	1513	482
5013	135	91
5014	323	208
5015	1288	580
5016	385	306
5017	14	0
5018	1002	801
5019	3629	2790
5020	1654	1040
5021	1322	1038
5022	195	0
5023	964	451
5024	220	0
5025	296	54
5026	1728	1396
5027	2328	1870
5028	106	77
5029	1140	450
5030	908	605
5031	406	236
5032	424	255
5033	135	0
5034	1977	1444
5035	1883	1267
5036	2325	995
5037	539	273
5038	416	303
5039	103	88
5040	2939	1014
5041	786	408
5042	282	0
5043	1565	879
5044	186	116
5045	62	48
5046	670	548
5047	563	350
5048	201	170
5049	107	0
5050	1267	939
5051	724	546
5052	986	655
5053	1177	775
5054	129	73
5055	902	485
5056	757	435
5057	1023	382
5058	285	147
5059	85	59
5060	94	0
5061	11	5
5062	695	2
5063	367	1
5064	128	105
5065	99	76
5066	1244	835
5067	905	2
5068	389	284
5069	483	193
5070	1747	1400
5071	414	237
5072	1175	21
5073	35	25
5074	742	533
5075	903	539
5076	2329	1609
5077	332	4
5078	230	147
5079	1164	862
5080	3963	2988
5081	871	659
5082	131	90
5083	794	500
5084	738	596
5085	1600	1201
5086	576	9
5087	1980	1297
5088	104	0
5089	290	250
5090	74	51
5091	501	315
5092	877	705
5093	296	233
5094	127	88
5095	724	503
5096	93	66
5097	3116	2575
5098	1211	958
5099	653	323
5100	2078	1322
5101	353	258
5102	1023	742
5103	531	415
5104	2146	1704
5105	34	23
5106	361	287
5107	705	512
5108	1382	988
5109	206	0
5110	939	225
5111	665	439
5112	141	110
5113	260	142
5114	775	644
5115	771	451
5116	201	141
5117	2737	1977
5118	3918	1937
5119	569	6
5120	782	456
5121	404	265
5122	1500	750
5123	286	196
5124	378	243
5125	1318	940
5126	37	31
5127	399	285
5128	684	323
5129	11	0
5130	124	50
5131	11	0
5132	142	102
5133	702	375
5134	83	0
5135	228	0
5136	457	291
5137	867	76
5138	139	78
5139	1280	2
5140	166	1
5141	949	547
5142	17	14
5143	677	432
5144	226	172
5145	248	169
5146	203	139
5147	1148	562
5148	464	204
5149	428	0
5150	388	242
5151	1425	894
5152	118	99
5153	43	20
5154	1474	986
5155	180	116
5156	128	76
5157	613	427
5158	68	53
5159	1592	6
5160	253	178
5161	714	210
5162	581	476
5163	563	502
5164	127	0
5165	692	491
5166	174	119
5167	477	384
5168	785	416
5169	300	12
5170	1302	778
5171	568	433
5172	81	65
5173	353	2
5174	666	406
5175	813	0
5176	551	387
5177	64	0
5178	565	303
5179	1317	1127
5180	836	514
5181	444	140
5182	869	634
5183	513	267
5184	69	45
5185	650	376
5186	283	193
5187	78	63
5188	222	170
5189	206	146
5190	279	217
5191	232	169
5192	843	707
5193	1281	913
5194	2444	1884
5195	44	27
5196	980	658
5197	66	38
5198	387	271
5199	533	354
5200	466	377
5201	2066	1277
5202	695	492
5203	156	4
5204	152	102
5205	683	493
5206	401	320
5207	25	21
5208	429	365
5209	962	364
5210	1671	1413
5211	124	77
5212	37	7
5213	1755	1248
5214	491	353
5215	67	17
5216	91	36
5217	166	75
5218	374	289
5219	272	1
5220	1125	651
5221	304	133
5222	577	1
5223	1020	578
5224	710	70
5225	28	15
5226	637	533
5227	29	26
5228	589	432
5229	188	137
5230	536	1
5231	67	38
5232	438	281
5233	37	0
5234	859	569
5235	264	0
5236	14	11
5237	43	14
5238	139	0
5239	121	69
5240	327	236
5241	5	3
5242	277	207
5243	184	119
5244	26	0
5245	108	0
5246	684	333
5247	521	407
5248	519	404
5249	357	0
5250	364	226
5251	227	0
5252	122	47
5253	548	344
5254	122	2
5255	177	170
5256	333	0
5257	30	18
5258	1286	733
5259	189	156
5260	469	0
5261	1176	167
5262	531	175
5263	59	0
5264	252	125
5265	375	215
5266	222	177
5267	175	60
5268	25	0
5269	821	0
5270	51	27
5271	1190	761
5272	229	58
5273	28	22
5274	262	0
5275	814	476
5276	213	135
5277	247	193
5278	3909	21
5279	209	0
5280	1353	945
5281	232	56
5282	1074	784
5283	410	303
5284	948	674
5285	2882	2249
5286	270	187
5287	86	74
5288	160	101
5289	7	0
5290	374	334
5291	226	0
5292	46	34
5293	336	273
5294	115	87
5295	267	0
5296	217	179
5297	72	58
5298	134	96
5299	318	227
5300	148	129
5301	236	188
5302	868	663
5303	360	0
5304	54	36
5305	70	0
5306	915	553
5307	1027	609
5308	10	5
5309	254	163
5310	88	61
5311	23	15
5312	255	200
5313	49	0
5314	137	0
5315	3790	2773
5316	1374	1015
5317	446	252
5318	548	0
5319	131	115
5320	51	37
5321	584	0
5322	1574	1182
5323	83	69
5324	509	1
5325	30	26
5326	180	0
5327	102	0
5328	197	0
5329	82	2
5330	632	269
5331	83	0
5332	70	0
5333	332	0
5334	241	175
5335	181	126
5336	67	51
5337	113	74
5338	485	243
5339	5	4
5340	9	9
5341	238	147
5342	471	278
5343	143	2
5344	63	30
5345	81	78
5346	233	219
5347	608	42
5348	189	0
5349	733	538
5350	35	29
5351	356	0
5352	2177	887
5353	218	97
5354	139	71
5355	14	0
5356	631	490
5357	59	0
5358	116	83
5359	776	574
5360	67	42
5361	108	59
5362	802	474
5363	654	551
5364	46	0
5365	92	79
5366	9	7
5367	494	325
5368	20	0
5369	45	0
5370	24	0
5371	41	32
5372	296	194
5373	402	55
5374	482	360
5375	211	0
5376	226	2
5377	260	223
5378	435	311
5379	81	0
5380	688	274
5381	633	442
5382	25	0
5383	198	22
5384	390	0
5385	250	113
5386	60	40
5387	92	68
5388	344	26
5389	74	0
5390	129	0
5391	167	120
5392	72	57
5393	120	0
5394	246	0
5395	27	25
5396	67	0
5397	846	408
5398	39	29
5399	8	6
5400	316	162
5401	507	331
5402	695	627
5403	36	30
5404	3	2
5405	152	62
5406	185	152
5407	6	6
5408	183	138
5409	304	0
5410	55	38
5411	684	514
5412	234	0
5413	35	32
5414	39	30
5415	4	2
5416	391	284
5417	460	343
5418	394	287
5419	337	257
5420	38	19
5421	2761	1924
5422	326	244
5423	219	0
5424	413	298
5425	56	43
5426	1127	740
5427	349	205
5428	70	26
5429	425	207
5430	1772	575
5431	123	0
5432	172	152
5433	636	331
5434	280	0
5435	314	248
5436	80	39
5437	4	4
5438	145	92
5439	10	10
5440	175	137
5441	282	74
5442	125	0
5443	63	0
5444	363	127
5445	157	41
5446	161	61
5447	56	44
5448	195	119
5449	63	41
5450	9	0
5451	167	0
5452	46	39
5453	335	0
5454	802	260
5455	1	0
5456	66	48
5457	105	25
5458	285	117
5459	140	1
5460	275	172
5461	167	0
5462	109	0
5463	14	0
5464	22	12
5465	187	151
5466	36	0
5467	249	1
5468	151	12
5469	93	71
5470	66	1
5471	23	0
5472	851	23
5473	55	0
5474	262	209
5475	22	19
5476	80	60
5477	104	1
5478	221	177
5479	63	52
5480	380	87
5481	382	257
5482	25	0
5483	55	0
5484	55	29
5485	143	0
5486	234	0
5487	102	77
5488	16	0
5489	316	83
5490	13	10
5491	40	33
5492	199	140
5493	533	3
5494	15	10
5495	59	47
5496	309	2
5497	279	0
5498	88	0
5499	384	350
5500	140	65
5501	25	16
5502	22	17
5503	253	5
5504	38	0
5505	331	28
5506	55	0
5507	259	181
5508	150	19
5509	11	4
5510	620	362
5511	6	3
5512	582	0
5513	17	0
5514	304	202
5515	20	7
5516	158	131
5517	41	7
5518	38	21
5519	38	35
5520	37	18
5521	149	62
5522	3	0
5523	85	0
5524	300	2
5525	12	8
5526	182	143
5527	196	144
5528	101	0
5529	11	7
5530	8	6
5531	247	0
5532	166	0
5533	133	100
5534	136	94
5535	41	28
5536	107	48
5537	15	14
5538	34	0
5539	57	0
5540	854	186
5541	161	0
5542	298	231
5543	12	0
5544	385	313
5545	280	209
5546	3	3
5547	1007	0
5548	477	0
5549	2	0
5550	318	190
5551	137	89
5552	43	0
5553	135	102
5554	686	530
5555	510	1
5556	195	111
5557	197	146
5558	74	64
5559	23	20
5560	56	0
5561	9	0
5562	2737	2015
5563	313	226
5564	79	45
5565	147	53
5566	18	0
5567	131	0
5568	698	168
5569	256	127
5570	61	27
5571	388	3
5572	27	13
5573	27	18
5574	27	0
5575	149	75
5576	4	0
5577	49	26
5578	14	0
5579	236	0
5580	1	0
5581	61	46
5582	133	0
5583	197	140
5584	574	373
5585	105	71
5586	111	0
5587	165	0
5588	114	61
5589	92	0
5590	24	15
5591	163	153
5592	142	114
5593	28	26
5594	90	54
5595	77	1
5596	27	23
5597	20	19
5598	95	84
5599	3	3
5600	117	103
5601	70	48
5602	32	0
5603	15	7
5604	7	0
5605	81	0
5606	22	9
5607	48	0
5608	41	2
5609	194	0
5610	17	12
5611	34	14
5612	12	0
5613	181	0
5614	25	11
5615	4	3
5616	105	76
5617	44	33
5618	116	0
5619	140	96
5620	472	341
5621	203	0
5622	1	0
5623	509	413
5624	111	87
5625	157	128
5626	155	0
5627	84	0
5628	32	27
5629	85	69
5630	165	0
5631	33	23
5632	16	12
5633	105	0
5634	229	150
5635	309	6
5636	10	9
5637	14	12
5638	48	23
5639	85	0
5640	13	0
5641	13	0
5642	60	0
5643	20	0
5644	34	28
5645	7	6
5646	72	0
5647	557	329
5648	13	0
5649	178	0
5650	191	0
5651	88	0
5652	8	0
5653	110	88
5654	33	0
5655	143	107
5656	26	14
5657	111	15
5658	26	16
5659	40	36
5660	68	59
5661	60	47
5662	1	0
5663	134	0
5664	8	6
5665	62	48
5666	101	0
5667	46	29
5668	121	1
5669	56	0
5670	65	25
5671	73	0
5672	216	2
5673	11	0
5674	24	17
5675	107	4
5676	85	7
5677	17	12
5678	202	0
5679	183	0
5680	77	57
5681	13	11
5682	66	8
5683	10	0
5684	83	72
5685	74	41
5686	26	18
5687	301	2
5688	42	16
5689	138	68
5690	35	22
5691	466	0
5692	61	35
5693	8	8
5694	21	0
5695	7	5
5696	63	22
5697	102	69
5698	47	31
5699	20	17
5700	75	0
5701	18	11
5702	80	56
5703	104	77
5704	59	0
5705	8	1
5706	28	18
5707	79	0
5708	129	68
5709	19	2
5710	141	98
5711	8	4
5712	43	0
5713	19	0
5714	35	17
5715	4	0
5716	26	20
5717	23	15
5718	52	38
5719	48	0
5720	59	0
5721	7	2
5722	59	0
5723	503	377
5724	31	31
5725	9	5
5726	413	355
5727	14	0
5728	339	0
5729	6	0
5730	41	0
5731	25	15
5732	26	0
5733	396	1
5734	12	0
5735	11	0
5736	3	0
5737	19	0
5738	106	64
5739	52	49
5740	11	7
5741	64	53
5742	130	97
5743	41	35
5744	25	0
5745	64	0
5746	18	0
5747	101	70
5748	44	35
5749	4	0
5750	94	0
5751	79	60
5752	9	6
5753	26	0
5754	17	1
5755	18	11
5756	242	0
5757	568	420
5758	17	0
5759	43	25
5760	65	0
5761	2	0
5762	31	0
5763	27	20
5764	32	22
5765	62	0
5766	34	0
5767	6	0
5768	12	0
5769	177	154
5770	3	1
5771	34	0
5772	37	1
5773	41	0
5774	134	93
5775	46	24
5776	1	1
5777	10	0
5778	14	0
5779	8	0
5780	17	0
5781	64	0
5782	12	4
5783	16	0
5784	27	20
5785	36	8
5786	11	7
5787	16	0
5788	155	0
5789	92	0
5790	110	91
5791	7	0
5792	51	25
5793	11	0
5794	569	322
5795	12	0
5796	27	0
5797	6	2
5798	9	0
5799	33	24
5800	55	0
5801	2	0
5802	7	5
5803	22	17
5804	39	24
5805	1	0
5806	12	0
5807	11	0
5808	175	0
5809	4	2
5810	2	0
5811	1	0
5812	82	31
5813	110	0
5814	4	2
5815	3	0
5816	44	38
5817	46	0
5818	24	21
5819	13	0
5820	4	0
5821	160	0
5822	2	0
5823	26	0
5824	17	0
5825	117	72
5826	13	0
5827	252	0
5828	8	7
5829	34	30
5830	7	6
5831	8	0
5832	82	0
5833	9	0
5834	9	0
5835	15	12
5836	46	41
5837	100	0
5838	40	32
5839	23	19
5840	6	5
5841	2	0
5842	7	0
5843	24	0
5844	16	12
5845	14	11
5846	6	3
5847	399	0
5848	14	0
5849	7	0
5850	10	6
5851	12	0
5852	103	0
5853	2	0
5854	183	0
5855	5	0
5856	316	271
5857	7	0
5858	288	180
5859	2	1
5860	15	12
5861	30	20
5862	3	1
5863	839	631
5864	12	7
5865	22	0
5866	19	1
5867	514	354
5868	113	0
5869	64	12
5870	12	0
5871	1	0
5872	19	13
5873	78	0
5874	5	0
5875	88	67
5876	2	1
5877	1	0
5878	40	0
5879	1	0
5880	4	0
5881	82	0
5882	28	22
5883	7	0
5884	79	0
5885	30	0
5886	36	0
5887	10	10
5888	20	0
5889	3	0
5890	1	0
5891	257	0
5892	9	0
5893	792	485
5894	126	0
5895	109	0
5896	364	0
5897	245	116
5898	762	435
5899	930	529
5900	999	629
5901	114	44
5902	234	184
5903	49	0
5904	24	11
5905	14	12
5906	988	682
5907	1091	744
5908	6	0
5909	36	0
5910	190	150
5911	131	108
5912	59	43
5913	168	86
5914	19	0
5915	16	9
5916	264	174
5917	1244	2
5918	1	1
5919	10	3
5920	199	54
5921	4	4
5922	14	0
5923	165	137
5924	403	267
5925	5	0
5926	8	8
5927	13	0
5928	85	25
5929	36	25
5930	5	0
5931	3	1
5932	1	0
5933	10	8
5934	285	0
5935	314	204
5936	344	251
5937	3	0
5938	16	11
5939	1	0
5940	12	10
5941	11	8
5942	430	0
5943	1	0
5944	15	13
5945	18	8
5946	3	0
5947	7	6
5948	1	0
5949	13	0
5950	22	3
5951	14	7
5952	3	0
5953	467	358
5954	286	0
5955	4	3
5956	370	263
5957	167	137
5958	194	0
5959	70	0
5960	7	5
5961	47	0
5962	16	13
5963	69	0
5964	30	0
5965	287	40
5966	409	297
5967	291	180
5968	22	15
5969	1	0
5970	1	0
5971	3	0
5972	3	0
5973	2	0
5974	3	0
5975	97	0
5976	2	0
5977	3	0
5978	2	0
5979	2	0
5980	163	110
5981	3	0
5982	48	0
5983	12	0
5984	5	0
5985	14	9
5986	40	0
5987	39	12
5988	1	0
5989	187	55
5990	7	0
5991	45	39
5992	4	0
5993	2	0
5994	3	0
5995	15	1
5996	13	9
5997	3	2
5998	10	0
5999	24	0
6000	2	0
6001	2	0
6002	5	0
6003	99	0
6004	39	0
6005	91	25
6006	260	0
6007	2	0
6008	40	0
6009	57	0
6010	12	6
